name,lastname,gender,ethnicity,language,month,day,year
Jimmy,Taylor,male,Hispanic,spanish,January,13,1962
Diana,Western,female,African_American,english,August,7,1996
Hunter,Walker,male,Other,other,August,23,1964
Joseph,Evans,male,Hispanic,spanish,March,22,1963
Alexis,Thomas,female,White,french,February,4,1959
Andy,Collins,female,Hispanic,spanish,April,11,1976
Natalie,Howard,female,Hispanic,spanish,September,2,1983
Blake,Lewis,female,African_American,english,September,28,1996
Joseph,Butler,male,White,other,June,7,1961
Alexis,Marshall,female,Other,spanish,December,22,1956
Alexander,Jones,male,White,french,March,30,1990
Diana,Brown,female,African_American,other,July,24,1982
Andrew,Miller,male,White,other,July,1,1981
Andy,Anderson,female,Hispanic,spanish,November,29,1977
Jimmy,Collins,male,Hispanic,spanish,June,11,1976
Sara,Scott,female,African_American,other,December,9,1962
Andy,Reynolds,female,Other,other,November,29,1965
Walter,Collins,male,African_American,french,May,7,1957
Andy,Gardner,male,African_American,english,January,7,1991
John,Davis,male,Hispanic,spanish,November,8,1975
Kevin,Walter,male,African_American,english,May,9,1982
Joe,Western,male,Other,spanish,September,16,1960
Eva,Jackson,female,Hispanic,spanish,January,14,1960
Dean,Swift,male,Other,french,July,4,1987
Blake,Walter,female,White,french,January,22,1970
Eva,Swift,female,White,other,March,12,1972
George,Butler,male,African_American,french,September,29,1950
Gerald,Brooks,male,Other,english,March,3,1959
Paula,Davis,female,White,other,July,2,1953
Chris,Reynolds,male,White,english,March,10,1970
Natalie,Dotts,female,Other,french,October,6,1963
Alex,Brooks,female,Hispanic,spanish,June,27,1974
Franklin,Moore,male,Other,english,January,15,1965
James,White,male,Other,french,April,11,1986
Caleb,Anthony,male,African_American,french,December,25,1984
Alexis,Anthony,male,White,english,May,5,1955
Georgia,Miller,male,White,other,December,31,1963
Mark,Thomas,male,White,french,January,31,1959
Brett,Lopez,male,White,other,December,11,1989
Sara,Walsh,female,Other,other,December,7,1997
Alexis,Western,female,African_American,english,May,11,1994
Blake,Curry,female,Other,spanish,June,4,1970
Peter,Dotts,male,African_American,other,February,31,1953
Brian,Walker,male,African_American,english,April,28,1953
Chris,Hodge,male,African_American,other,December,20,1951
Joshua,Lewis,male,African_American,other,August,4,1967
Katelyn,Curry,female,African_American,english,July,28,1951
Kevin,Walsh,male,Other,french,February,17,1978
Brad,Brooks,male,Other,english,December,20,1968
Valerie,Walter,female,Other,english,October,14,1981
Gracie,Morrow,female,Hispanic,spanish,July,4,1995
Emily,Butler,female,Other,other,July,2,1956
Travis,OBrien,male,Other,other,January,6,1965
Paul,Johnson,male,Other,french,December,17,1979
Elizabeth,Hall,female,Hispanic,spanish,August,5,1969
George,Franklin,male,White,other,November,7,1972
Natalie,Walsh,female,African_American,english,September,2,1972
Tyler,Dick,,White,french,April,24,1976
Dean,Swift,male,African_American,french,December,27,1977
Joe,Thomas,male,African_American,english,April,20,1953
Jake,Reynolds,male,White,english,December,5,1970
James,Hall,male,Hispanic,french,February,11,1957
Mark,Walter,male,African_American,english,January,31,1982
Alexis,Wang,female,Other,other,October,12,1991
Andy,Clark,male,Other,spanish,February,6,1956
Mark,Dotts,male,African_American,other,January,25,1952
Walter,Curry,male,Other,spanish,May,7,1970
Dean,Davis,,White,french,January,13,1968
Tom,Moore,male,African_American,other,September,8,1985
April,Walker,female,African_American,other,September,13,1960
Andy,Swift,female,African_American,french,November,29,1979
Joseph,Brooks,male,African_American,other,September,7,1975
Riley,Scott,female,Other,french,January,11,1991
Diana,Adams,female,White,english,July,24,1973
Steven,Brooks,male,African_American,other,July,26,1993
Georgia,Swift,female,Hispanic,spanish,September,23,1979
Jake,Franklin,male,Other,other,December,5,1993
Madison,Lopez,female,White,english,January,21,1965
Madison,Hodge,female,African_American,other,April,14,1951
Andy,Walker,female,White,other,November,29,1955
Eva,Young,female,African_American,french,June,20,1954
George,Moore,male,White,english,February,28,1963
Sara,Morrow,female,White,other,July,28,1969
Khalil,Lopez,male,African_American,english,September,15,1973
Alexis,Gardner,male,White,english,March,25,1958
Andy,Thomas,female,White,french,May,16,1963
Dorothy,Taylor,female,White,other,January,16,1975
Alexis,Davis,female,Hispanic,spanish,May,22,1980
Madison,Swift,female,Hispanic,spanish,April,14,1979
Marcy,OBrien,female,Other,other,July,18,1965
Karla,Carter,,African_American,other,December,4,1961
John,Brooks,male,Hispanic,spanish,September,9,1951
Brandon,Taylor,male,White,other,May,26,1975
Franklin,Harris,male,African_American,other,August,9,1990
Joshua,Dotts,male,Hispanic,spanish,March,7,1986
Stacey,Walsh,male,Other,other,August,25,1955
Dean,Smith,male,African_American,other,March,31,1959
Carl,Harris,male,Other,english,September,14,1972
Brad,Brooks,male,African_American,other,December,20,1993
James,Carter,,Hispanic,other,January,8,1973
Katy,Scott,female,Other,french,March,14,1991
Hunter,Thompson,female,African_American,other,November,2,1974
Anthony,Hodge,male,White,spanish,May,17,1969
Eva,Curry,female,African_American,other,June,20,1979
Alexis,Davis,female,Other,french,July,27,1994
Hunter,Thomas,male,White,french,October,10,1959
John,Butler,male,African_American,french,July,3,1954
Brett,Walsh,male,Other,spanish,January,1,1988
Andy,Jackson,male,White,other,January,7,1965
Tyler,Douglas,male,Other,french,September,7,1985
Paola,Walker,,White,spanish,April,5,1968
Hunter,Wang,male,White,french,May,6,1972
George,Tyler,male,White,english,May,13,1950
Andy,Clark,male,Other,other,January,7,1981
Bridget,Scott,female,African_American,english,January,17,1958
Gerald,Morrow,male,White,other,April,20,1969
Marcy,Swift,female,Other,french,July,18,1950
Brett,Clark,male,Other,english,September,12,1990
James,Adams,male,Hispanic,spanish,April,11,1981
Alexis,Walker,female,African_American,other,April,16,1953
James,Franklin,male,White,other,April,11,1972
Don,Walker,male,African_American,english,September,25,1956
Blake,Wilson,female,African_American,english,December,24,1977
Anthony,Anderson,male,African_American,french,November,7,1964
Paul,Walter,male,White,english,June,10,1986
Marcy,Dotts,female,Other,english,May,15,1975
Diana,Collins,,African_American,spanish,October,5,1981
James,Taylor,male,Hispanic,spanish,November,8,1962
Andy,Collins,female,Other,other,November,1,1964
Alex,Smith,male,Other,spanish,November,11,1971
Max,Wilson,male,Other,other,April,30,1974
Alexandra,Swift,female,Other,spanish,September,25,1968
Carol,Morrow,female,Hispanic,spanish,April,19,1973
Alexis,Marshall,female,Other,french,February,4,1967
Paul,Collins,male,Other,english,December,17,1963
Caleb,Marshall,male,Hispanic,spanish,April,5,1978
Paola,Walker,female,Hispanic,spanish,November,19,1950
Paula,Evans,female,Other,spanish,July,16,1951
Marcy,Franklin,female,Other,english,November,21,1996
James,Davis,male,White,french,September,7,1966
Katelyn,Walker,female,African_American,english,April,5,1956
Riley,Walker,female,Other,french,May,14,1984
Caleb,Curry,male,African_American,other,September,24,1977
Nicole,Butler,female,White,other,January,19,1980
Bridget,White,female,White,english,October,17,1982
Peter,Marshall,male,White,french,February,19,1986
Andy,Walker,male,African_American,french,May,27,1984
Kevin,Adams,male,White,other,November,10,1989
Jake,Western,male,African_American,english,September,3,1996
Linda,Walker,female,African_American,english,April,28,1956
Robert,Phillips,male,African_American,french,March,10,1983
Gabriela,Adams,female,White,other,January,24,1989
Alex,Walter,male,Other,other,June,15,1989
Madison,Miller,female,Hispanic,spanish,January,21,1978
Chris,Walker,male,Other,french,December,20,1984
Franklin,Jones,male,White,other,September,31,1955
Elizabeth,Gardner,female,African_American,english,April,7,1991
James,Lewis,male,African_American,other,September,7,1967
Franklin,Butler,male,White,other,June,13,1980
Hunter,Morrow,female,White,english,December,17,1984
Gracie,Phillips,female,Other,french,September,23,1959
Gracie,Brooks,female,Other,english,January,23,1959
Carlos,Thomas,male,White,french,September,20,1956
April,Adams,female,White,english,March,21,1973
Luke,Moore,female,Hispanic,spanish,July,18,1989
Gael,Phillips,,African_American,english,February,24,1967
Ryan,Hodge,male,Other,french,August,1,1960
Jimmy,Clark,male,African_American,other,August,8,1993
Lisa,Collins,female,Other,english,July,24,1964
George,Phillips,,Hispanic,other,September,28,1969
Chris,Anthony,male,African_American,french,December,20,1961
Diana,Marshall,female,African_American,french,August,7,1993
Mark,Franklin,male,Other,english,October,31,1962
Carol,Curry,female,Other,french,April,19,1969
Max,Dotts,male,Other,spanish,July,15,1993
Gael,Butler,male,African_American,other,March,19,1977
Gerald,Western,male,Other,spanish,May,10,1977
Georgia,Hall,female,Hispanic,spanish,February,5,1979
Sara,Brown,female,Other,french,January,18,1954
Marcy,Douglas,female,African_American,other,August,30,1988
Luke,Wang,male,African_American,french,October,11,1957
John,Davis,male,Hispanic,spanish,January,18,1975
George,Wang,male,White,english,March,30,1983
Riley,Johnson,male,African_American,other,January,16,1968
Madison,Taylor,female,African_American,english,May,17,1976
Nicole,Casey,female,African_American,french,January,19,1996
Tom,Curry,male,White,other,September,8,1954
Alex,White,male,White,english,March,13,1972
Madison,Hodge,,White,spanish,August,11,1953
Hector,Curry,male,Other,spanish,June,12,1970
Hector,Wang,male,White,english,June,12,1983
Peter,Johnson,male,Hispanic,spanish,December,3,1965
Gael,Phillips,male,White,other,December,24,1983
Steven,Phillips,male,White,other,July,26,1983
Paula,Dotts,,African_American,spanish,May,3,1981
Diana,Douglas,female,White,spanish,February,7,1980
Brett,Swift,male,African_American,french,September,12,1978
Lisa,Adams,female,White,other,July,24,1989
Brad,Casey,male,African_American,other,December,7,1969
April,Walker,female,African_American,french,March,21,1967
Valerie,Walker,female,African_American,english,October,14,1956
Andy,Johnson,female,African_American,other,November,1,1980
Diana,Douglas,female,White,french,August,7,1951
Alex,Hall,,White,spanish,November,31,1963
Andy,Franklin,female,Other,english,November,1,1996
Paul,Wilson,male,African_American,english,February,13,1977
Enrique,Collins,male,Other,other,July,25,1964
April,Clark,female,Other,other,March,21,1981
Alex,Morrow,female,White,other,November,27,1976
Riley,Franklin,female,Other,french,April,2,1956
Ryan,Davis,male,African_American,other,August,1,1997
Eva,Adams,female,White,other,January,14,1989
Paula,Walsh,female,Other,other,July,2,1985
Blake,Curry,male,White,english,April,31,1981
Paul,Davis,male,African_American,french,June,10,1988
Blake,Hodge,male,Other,spanish,August,4,1951
Alex,Dick,female,White,english,September,13,1965
Jacky,Tyler,female,Other,spanish,December,14,1955
Hannah,Wang,female,Other,spanish,March,13,1981
Tom,Lee,male,Other,spanish,June,1,1954
Andrea,Reynolds,female,Hispanic,spanish,August,5,1983
Blake,Hodge,female,African_American,english,March,8,1992
Caleb,Marshall,male,Other,french,January,13,1950
Joseph,Clark,male,African_American,other,June,7,1982
John,Lewis,male,African_American,french,May,30,1957
Robert,Tyler,female,African_American,other,July,23,1950
Linda,Reynolds,female,African_American,english,April,28,1963
Alexis,Lewis,male,White,french,June,3,1960
Elizabeth,Brown,female,African_American,other,April,7,1982
Caleb,Walsh,male,Other,french,November,29,1951
Brandon,Casey,female,Hispanic,other,April,19,1961
Mark,Walker,male,Hispanic,spanish,January,8,1954
Hunter,Clark,,African_American,french,December,23,1989
Stephen,Douglas,male,African_American,other,April,25,1988
Gael,Thompson,male,Other,other,March,19,1959
Gracie,Walker,female,Other,other,January,23,1964
Blake,Lewis,female,White,other,November,21,1961
Caitlin,Dotts,female,Other,english,April,9,1957
Dean,White,male,Other,french,March,31,1986
Mark,Walker,male,African_American,english,January,31,1956
Sara,Brooks,female,Hispanic,spanish,April,15,1951
Elizabeth,Butler,female,Other,french,July,3,1990
Gabriela,Dick,,Other,spanish,September,2,1967
Max,Brown,male,Other,english,January,3,1952
Stacey,Brooks,female,African_American,other,June,1,1993
Brett,Morrow,male,African_American,english,August,30,1967
Sheila,Western,female,Other,spanish,August,31,1977
Jake,Swift,male,Other,french,November,1,1956
Andy,Johnson,female,Hispanic,spanish,May,7,1965
Robert,Martin,male,Hispanic,french,May,17,1951
Mark,Wang,male,White,french,March,6,1972
Alex,Gardner,male,White,english,January,12,1958
George,Phillips,male,African_American,other,March,30,1983
Gracie,Collins,female,Other,other,December,2,1964
Barbara,Taylor,female,Hispanic,spanish,August,4,1982
Andrea,Walker,female,Other,other,September,16,1959
Joe,Western,male,White,english,April,20,1965
Nathan,Johnson,female,White,english,April,25,1993
Alexis,Walker,female,African_American,french,May,11,1984
Dean,Taylor,male,Hispanic,spanish,February,21,1954
Alexander,Reynolds,male,African_American,other,September,2,1977
Georgia,Howard,female,Other,other,September,23,1974
Gael,Jones,male,Other,french,March,26,1997
Alexis,Franklin,male,Other,other,August,14,1993
Eva,Reynolds,female,Hispanic,spanish,July,13,1983
Hector,Lewis,male,White,english,October,10,1984
Alex,Miller,male,Other,french,July,7,1989
Alexis,Douglas,female,White,english,May,18,1965
Hunter,OBrien,female,Other,english,November,2,1972
Blake,Miller,female,White,other,August,29,1981
Paul,Thomas,male,African_American,french,December,17,1995
Carol,Lopez,female,Other,other,February,29,1964
Don,Butler,male,Other,french,July,31,1990
Chris,Franklin,male,Other,french,March,10,1956
Franklin,Walker,male,African_American,english,August,9,1956
Steven,Anthony,male,White,french,March,25,1952
Chris,Adams,male,Hispanic,spanish,May,8,1973
Anthony,Walker,male,White,english,November,7,1967
Madison,Moore,female,Other,english,June,21,1952
Joshua,Collins,male,White,spanish,August,25,1974
Nathan,Curry,male,African_American,english,February,5,1988
